Date,Year,Quarter,Month,Company,Industry,Region,Revenue,COGS,Operating Expenses,Gross Profit,Tax,Net Profit,Current Assets,Fixed Assets,Total Assets,Current Liabilities,Long-term Debt,Total Liabilities,Equity,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Net Cash Flow
17-06-2025,2025,Q2,June,Vertex Ltd,IT,North,509805,224807,56388,284998,45722,182888,142645,500641,643286,82976,166089,249065,394221,192628,-72665,-24004,95959
16-11-2024,2024,Q4,November,Zenith Inc,IT,East,657603,444503,75402,213100,27539,110159,398413,892279,1290692,134814,85554,220368,1070324,94350,-71076,50667,73941
05-04-2025,2025,Q2,April,Zenith Inc,Retail,South,484792,308593,50078,176199,25224,100897,430523,312120,742643,196502,159787,356289,386354,108599,-48456,33965,94108
04-11-2024,2024,Q4,November,Zenith Inc,IT,South,545820,332324,89003,213496,24898,99595,101111,336953,438064,195356,210440,405796,32268,110798,-28583,16385,98600
10-08-2024,2024,Q3,August,Vertex Ltd,IT,South,399115,210169,64682,188946,24852,99412,280779,850490,1131269,67467,103027,170494,960775,93799,-30368,46400,109831
17-03-2024,2024,Q1,March,Prime Pvt,Finance,West,970255,406173,157157,564082,81385,325540,261535,648539,910074,159835,268095,427930,482144,338284,-77596,-5162,255526
29-09-2024,2024,Q3,September,Vertex Ltd,Healthcare,South,650671,411661,65415,239010,34719,138876,485188,726218,1211406,150975,244973,395948,815458,147084,-23349,-39890,83845
13-03-2025,2025,Q1,March,Zenith Inc,Healthcare,North,220994,91882,25097,129112,20803,83212,350957,750837,1101794,224214,178877,403091,698703,82874,-59424,31804,55254
29-11-2024,2024,Q4,November,Vertex Ltd,Healthcare,West,279975,160186,37784,119789,16401,65604,228659,800895,1029554,220211,133328,353539,676015,59905,-46934,-26901,-13930
04-11-2024,2024,Q4,November,Prime Pvt,Finance,North,214369,107243,37317,107126,13961,55848,488007,460129,948136,153021,204064,357085,591051,67511,-77072,-5318,-14879
08-11-2024,2024,Q4,November,Vertex Ltd,Healthcare,East,298601,130015,41162,168586,25484,101940,192026,753010,945036,99068,251456,350524,594512,110994,-72836,44219,82377
15-04-2024,2024,Q2,April,Nova Ltd,Healthcare,North,621880,411115,123812,210765,17390,69563,386326,554278,940604,146135,199795,345930,594674,66489,-50516,-42315,-26342
30-07-2024,2024,Q3,July,Alpha Corp,Retail,West,686455,376295,131432,310160,35745,142983,283769,668707,952476,103767,68944,172711,779765,137760,-32835,18542,123467
30-03-2025,2025,Q1,March,Vertex Ltd,Finance,South,209549,114918,26741,94631,13578,54312,130636,769901,900537,238054,269451,507505,393032,38547,-97282,-23191,-81926
25-05-2025,2025,Q2,May,Vertex Ltd,Healthcare,North,551402,226103,97415,325299,45576,182308,201579,362165,563744,173536,286173,459709,104035,190840,-78720,28580,140700
08-09-2025,2025,Q3,September,Alpha Corp,Retail,South,171918,81718,27086,90200,12622,50492,222453,612479,834932,121255,187134,308389,526543,39458,-77433,49045,11070
12-02-2025,2025,Q1,February,Zenith Inc,Retail,East,691815,451546,105573,240269,26939,107757,431004,599724,1030728,207856,278992,486848,543880,111938,-10700,-15572,85666
02-01-2024,2024,Q1,January,Alpha Corp,Finance,North,906327,394351,164647,511976,69465,277864,442004,232972,674976,65233,295285,360518,314458,265695,-75057,-34894,155744
23-11-2025,2025,Q4,November,Vertex Ltd,Healthcare,North,433996,175564,65841,258432,38518,154073,246320,701525,947845,167407,182472,349879,597966,171832,-88422,-8614,74796
14-01-2024,2024,Q1,January,Zenith Inc,Retail,North,478988,210132,51602,268856,43450,173804,374633,367207,741840,99157,124507,223664,518176,164353,-90604,-927,72822
13-11-2024,2024,Q4,November,Vertex Ltd,Finance,West,146132,64165,24205,81967,11552,46210,176290,837754,1014044,127887,244669,372556,641488,43139,-48364,-17613,-22838
04-05-2025,2025,Q2,May,Zenith Inc,Healthcare,West,566356,359807,112920,206549,18725,74904,210540,591499,802039,233471,104047,337518,464521,57863,-29091,-44899,-16127
13-06-2024,2024,Q2,June,Zenith Inc,Retail,East,682992,429388,100335,253604,30653,122616,299300,347033,646333,197104,138293,335397,310936,109235,-56844,11945,64336
18-10-2025,2025,Q4,October,Zenith Inc,Retail,South,328239,184890,61236,143349,16422,65691,326289,654532,980821,187067,212308,399375,581446,75103,-32973,35146,77276
26-12-2025,2025,Q4,December,Nova Ltd,Healthcare,North,677520,377470,89213,300050,42167,168670,459321,514004,973325,72924,204534,277458,695867,175873,-60746,43359,158486
24-07-2024,2024,Q3,July,Nova Ltd,Retail,West,376525,247757,53417,128768,15070,60281,209534,480522,690056,192991,127583,320574,369482,62860,-47823,-7250,7787
17-01-2024,2024,Q1,January,Nova Ltd,Retail,North,325297,139810,49307,185487,27236,108944,436964,627379,1064343,214834,97557,312391,751952,128686,-70178,75476,133984
20-08-2025,2025,Q3,August,Zenith Inc,Retail,North,661663,432179,113787,229484,23139,92558,366431,564516,930947,170762,256036,426798,504149,104469,-64109,-20848,19512
30-07-2024,2024,Q3,July,Vertex Ltd,Finance,West,833411,488276,102543,345135,48518,194074,464111,311260,775371,247624,283531,531155,244216,189689,-82004,16336,124021
07-05-2024,2024,Q2,May,Nova Ltd,IT,East,490085,270812,59839,219273,31886,127548,278238,826132,1104370,101049,185152,286201,818169,139919,-57316,-38914,43689
27-08-2024,2024,Q3,August,Zenith Inc,Healthcare,North,522523,336671,99141,185852,17342,69369,140605,247439,388044,249683,244772,494455,-106411,73101,-62404,22470,33167
29-09-2025,2025,Q3,September,Vertex Ltd,Finance,East,779904,368789,100514,411115,62120,248481,462069,354903,816972,241899,173814,415713,401259,239866,-67986,-41901,129979
10-07-2025,2025,Q3,July,Zenith Inc,Retail,East,759872,401314,77765,358558,56158,224635,115094,658179,773273,89758,68347,158105,615168,230220,-23610,-30226,176384
26-11-2025,2025,Q4,November,Vertex Ltd,IT,West,209375,138149,38470,71226,6551,26205,169988,374852,544840,215012,122163,337175,207665,18097,-30721,66376,53752
16-11-2024,2024,Q4,November,Nova Ltd,Finance,West,755687,349731,111479,405956,58895,235582,148838,748342,897180,121183,195869,317052,580128,248299,-55751,-8999,183549
29-12-2025,2025,Q4,December,Alpha Corp,IT,West,577500,265578,95283,311922,43327,173312,193361,850312,1043673,187424,187062,374486,669187,182984,-60652,49496,171828
21-03-2025,2025,Q1,March,Nova Ltd,Healthcare,East,860684,408403,93503,452281,71755,287023,118793,803892,922685,80585,50323,130908,791777,288836,-55343,49625,283118
25-10-2024,2024,Q4,October,Nova Ltd,Retail,North,790593,534213,135514,256380,24173,96693,452063,590012,1042075,150801,256686,407487,634588,96842,-96246,64876,65472
11-03-2025,2025,Q1,March,Vertex Ltd,Finance,North,164091,85481,19961,78610,11729,46920,181776,741252,923028,60973,146577,207550,715478,31948,-50613,63587,44922
04-10-2024,2024,Q4,October,Zenith Inc,Retail,East,747078,515966,136581,231112,18906,75625,484147,334507,818654,69153,153792,222945,595709,67045,-74823,14129,6351
11-05-2025,2025,Q2,May,Alpha Corp,Healthcare,East,247941,168423,28629,79518,10177,40712,468985,312904,781889,237543,149750,387293,394596,25567,-79193,-1249,-54875
13-11-2024,2024,Q4,November,Prime Pvt,IT,East,461995,231414,67309,230581,32654,130618,209694,465164,674858,174771,236381,411152,263706,117098,-48310,16468,85256
22-09-2025,2025,Q3,September,Zenith Inc,IT,North,922737,376799,97226,545938,89742,358970,480882,798931,1279813,95281,170687,265968,1013845,351527,-76486,-24667,250374
04-08-2025,2025,Q3,August,Zenith Inc,IT,East,706485,421151,97945,285334,37477,149912,460310,716277,1176587,209448,147355,356803,819784,137562,-40001,72383,169944
20-09-2025,2025,Q3,September,Zenith Inc,IT,West,326548,224844,37734,101704,12794,51176,259992,612595,872587,202337,194186,396523,476064,54257,-96972,-39443,-82158
28-06-2024,2024,Q2,June,Zenith Inc,IT,South,878776,359862,143486,518914,75085,300343,119791,676729,796520,53092,225238,278330,518190,294094,-69140,75899,300853
28-09-2025,2025,Q3,September,Zenith Inc,Finance,North,941857,379846,158608,562011,80680,322723,123076,877162,1000238,190214,76654,266868,733370,317400,-45475,-8361,263564
24-08-2025,2025,Q3,August,Alpha Corp,IT,East,321054,139299,34140,181755,29523,118092,257160,344770,601930,191240,206958,398198,203732,134640,-29966,29821,134495
17-05-2025,2025,Q2,May,Alpha Corp,Finance,West,535302,366497,56826,168805,22395,89584,310831,208543,519374,138394,129970,268364,251010,71782,-74547,-46676,-49441
26-09-2024,2024,Q3,September,Zenith Inc,Retail,South,421223,242907,73473,178316,20968,83875,392420,602497,994917,125030,255769,380799,614118,85223,-58069,52453,79607
04-12-2025,2025,Q4,December,Zenith Inc,Finance,South,846334,554730,147119,291604,28897,115588,475804,600232,1076036,140659,94840,235499,840537,113263,-39692,25962,99533
18-06-2025,2025,Q2,June,Vertex Ltd,Healthcare,West,751661,382970,145887,368691,44560,178244,249470,738414,987884,169868,277426,447294,540590,158914,-71604,48122,135432
12-04-2024,2024,Q2,April,Prime Pvt,Retail,North,364362,213461,43977,150901,21384,85540,442752,843870,1286622,240627,139406,380033,906589,86841,-81793,50759,55807
20-02-2024,2024,Q1,February,Alpha Corp,Finance,West,509295,343861,98249,165434,13437,53748,313341,322994,636335,112107,154497,266604,369731,56012,-97541,-33927,-75456
24-12-2024,2024,Q4,December,Nova Ltd,IT,West,858617,580743,161140,277874,23346,93388,180895,855227,1036122,166799,194096,360895,675227,85478,-77920,9532,17090
05-03-2025,2025,Q1,March,Prime Pvt,Retail,East,387086,185889,42497,201197,31740,126960,482769,331025,813794,204627,297637,502264,311530,121872,-43575,45816,124113
23-01-2024,2024,Q1,January,Nova Ltd,IT,East,718442,327971,130245,390471,52045,208181,382090,552602,934692,111825,71329,183154,751538,211931,-87839,-4843,119249
16-01-2025,2025,Q1,January,Alpha Corp,Retail,East,615792,312365,75497,303427,45586,182344,342379,534484,876863,128572,201990,330562,546301,191955,-18927,65694,238722
24-03-2024,2024,Q1,March,Alpha Corp,Retail,North,343827,199272,68444,144555,15222,60889,427563,204849,632412,236145,280647,516792,115620,79762,-96896,4397,-12737
20-08-2025,2025,Q3,August,Vertex Ltd,Retail,North,481445,202401,81647,279044,39479,157918,350689,375531,726220,92837,149163,242000,484220,163171,-89116,19793,93848
22-02-2025,2025,Q1,February,Zenith Inc,Healthcare,South,562402,346965,63507,215437,30386,121544,206210,892831,1099041,137741,92892,230633,868408,122674,-62916,-33268,26490
03-04-2025,2025,Q2,April,Prime Pvt,Finance,West,595627,362225,106481,233402,25384,101537,479360,684108,1163468,230956,193240,424196,739272,113653,-93031,41459,62081
06-09-2025,2025,Q3,September,Vertex Ltd,IT,East,790308,459707,137108,330601,38698,154795,199149,656620,855769,97434,182392,279826,575943,146810,-22085,70476,195201
09-10-2024,2024,Q4,October,Zenith Inc,Retail,West,225021,127150,29387,97871,13696,54788,457621,876153,1333774,162588,250111,412699,921075,47169,-42885,13761,18045
28-03-2024,2024,Q1,March,Prime Pvt,Retail,South,728602,422750,108256,305852,39519,158077,270336,490458,760794,149024,246328,395352,365442,168907,-59217,64688,174378
18-04-2024,2024,Q2,April,Prime Pvt,Healthcare,North,999952,654846,197143,345106,29592,118371,156607,782200,938807,175776,150067,325843,612964,124758,-97741,60097,87114
18-05-2024,2024,Q2,May,Prime Pvt,Healthcare,South,564495,231265,59827,333230,54680,218723,474500,419480,893980,66543,187734,254277,639703,234840,-38657,-42731,153452
14-08-2024,2024,Q3,August,Nova Ltd,IT,East,503161,299142,65956,204019,27612,110451,312527,337171,649698,109049,128082,237131,412567,94441,-59850,-40665,-6074
06-08-2025,2025,Q3,August,Nova Ltd,IT,North,214329,138052,38304,76277,7594,30379,323430,522174,845604,165837,59554,225391,620213,36744,-31898,2370,7216
28-04-2024,2024,Q2,April,Nova Ltd,Retail,South,569871,284556,93766,285315,38309,153240,244436,611941,856377,181868,188671,370539,485838,138243,-35365,-32326,70552
31-03-2025,2025,Q1,March,Prime Pvt,Healthcare,West,830486,380491,116749,449995,66649,266597,414754,503694,918448,109221,257100,366321,552127,255871,-34646,-3601,217624
21-12-2025,2025,Q4,December,Nova Ltd,Finance,East,573455,384152,60574,189303,25745,102984,299341,561340,860681,92739,159830,252569,608112,108047,-26067,56476,138456
22-10-2024,2024,Q4,October,Nova Ltd,IT,West,167442,93161,32706,74281,8315,33260,153204,833747,986951,71053,80186,151239,835712,52994,-48910,-39868,-35784
13-10-2024,2024,Q4,October,Zenith Inc,Retail,East,390587,268005,60896,122582,12337,49349,164178,370666,534844,221632,130203,351835,183009,31109,-23021,6113,14201
16-05-2025,2025,Q2,May,Prime Pvt,Finance,East,786948,330389,150264,456559,61259,245036,216513,530813,747326,196458,110857,307315,440011,258047,-17562,14552,255037
27-11-2025,2025,Q4,November,Nova Ltd,Healthcare,South,764767,368985,85802,395782,61996,247984,267699,508488,776187,76844,225334,302178,474009,229513,-94018,50165,185660
30-09-2024,2024,Q3,September,Prime Pvt,Healthcare,East,473286,291691,91737,181595,17971,71887,110832,863096,973928,79586,179125,258711,715217,76887,-46661,-32179,-1953
22-11-2025,2025,Q4,November,Zenith Inc,IT,South,215839,95956,31093,119883,17758,71032,487873,816078,1303951,134049,101905,235954,1067997,65784,-20747,17057,62094
04-03-2025,2025,Q1,March,Alpha Corp,IT,North,797899,414869,82398,383030,60126,240506,349911,563768,913679,243052,236629,479681,433998,231555,-81593,41472,191434
08-05-2025,2025,Q2,May,Vertex Ltd,Retail,East,333018,202439,61776,130579,13760,55043,184288,855086,1039374,236492,192889,429381,609993,61115,-89940,-31727,-60552
16-12-2024,2024,Q4,December,Zenith Inc,IT,North,824619,448356,112323,376263,52788,211152,458454,646144,1104598,78115,292272,370387,734211,204200,-97462,-7440,99298
20-06-2024,2024,Q2,June,Vertex Ltd,IT,West,343870,163025,50161,180845,26136,104548,161503,892460,1053963,191723,204334,396057,657906,93339,-76749,-44479,-27889
12-03-2024,2024,Q1,March,Nova Ltd,Healthcare,East,900191,493343,105266,406848,60316,241266,328003,753837,1081840,154336,157048,311384,770456,254808,-88636,47445,213617
08-02-2025,2025,Q1,February,Vertex Ltd,Retail,South,672529,340804,97153,331725,46914,187658,217285,216147,433432,173664,143024,316688,116744,169692,-10994,61639,220337
04-07-2025,2025,Q3,July,Prime Pvt,Retail,North,263619,129668,45311,133951,17728,70912,412180,641779,1053959,84940,131701,216641,837318,69889,-59902,-28330,-18343
10-05-2024,2024,Q2,May,Vertex Ltd,Finance,North,170551,109725,24344,60826,7296,29186,239557,758232,997789,73039,120311,193350,804439,26447,-80851,-38995,-93399
16-11-2024,2024,Q4,November,Vertex Ltd,Retail,North,714798,405184,84301,309614,45062,180251,251866,224952,476818,69134,214839,283973,192845,181157,-74867,-19337,86953
19-12-2025,2025,Q4,December,Prime Pvt,Retail,East,138306,84442,15939,53864,7585,30340,181759,697324,879083,108930,73164,182094,696989,13794,-53017,53478,14255
22-10-2024,2024,Q4,October,Zenith Inc,Finance,North,328692,161017,52638,167675,23007,92030,207164,212589,419753,143608,134875,278483,141270,104661,-78473,28747,54935
17-03-2025,2025,Q1,March,Nova Ltd,Finance,East,747712,516906,139840,230806,18193,72773,265607,505775,771382,215765,184671,400436,370946,82449,-35779,-19066,27604
23-06-2025,2025,Q2,June,Nova Ltd,Finance,South,647993,385010,85705,262983,35455,141823,454298,218136,672434,126650,99723,226373,446061,127581,-63311,14487,78757
01-01-2024,2024,Q1,January,Zenith Inc,Finance,East,417515,182890,78854,234625,31154,124617,417244,850037,1267281,66571,121558,188129,1079152,127591,-19531,57651,165711
25-05-2024,2024,Q2,May,Alpha Corp,Retail,East,515869,300221,81168,215648,26896,107584,435483,444157,879640,186789,105187,291976,587664,99944,-85654,-41149,-26859
11-02-2025,2025,Q1,February,Prime Pvt,Healthcare,East,104652,70629,10739,34023,4656,18628,329188,621353,950541,117449,75604,193053,757488,17923,-25579,-7768,-15424
21-12-2024,2024,Q4,December,Prime Pvt,Retail,North,670073,317321,101119,352752,50326,201307,447498,273775,721273,171668,107929,279597,441676,186472,-89453,-6737,90282
17-04-2024,2024,Q2,April,Vertex Ltd,IT,East,991243,574156,163402,417087,50737,202948,223887,581867,805754,218022,135073,353095,452659,219578,-73238,79629,225969
19-08-2024,2024,Q3,August,Prime Pvt,IT,West,511283,308986,97436,202297,20972,83889,441331,500656,941987,74634,218832,293466,648521,75531,-54104,43612,65039
13-11-2025,2025,Q4,November,Nova Ltd,IT,North,163002,97043,24526,65959,8286,33147,448228,654651,1102879,213197,184741,397938,704941,21895,-30859,-12463,-21427
02-12-2024,2024,Q4,December,Alpha Corp,Retail,North,301560,145748,30906,155812,24981,99925,300538,376336,676874,144040,260847,404887,271987,81427,-85956,53839,49310
13-08-2025,2025,Q3,August,Prime Pvt,Retail,East,312186,167134,51580,145052,18694,74778,403463,475295,878758,179977,154073,334050,544708,84819,-19299,13801,79321
31-01-2024,2024,Q1,January,Alpha Corp,Finance,South,787365,524133,143168,263232,24012,96052,165404,384976,550380,117888,181017,298905,251475,89249,-91967,-22984,-25702
05-02-2025,2025,Q1,February,Zenith Inc,Healthcare,North,599557,350720,106168,248837,28533,114136,178451,821307,999758,58137,73234,131371,868387,131955,-40857,-12667,78431
10-03-2024,2024,Q1,March,Prime Pvt,IT,West,289378,161335,36224,128043,18363,73456,341955,820737,1162692,224195,179047,403242,759450,75295,-71476,-29112,-25293
07-06-2024,2024,Q2,June,Nova Ltd,Retail,West,203997,102006,25747,101991,15248,60996,225142,700278,925420,147459,65957,213416,712004,49857,-94473,78137,33521
11-07-2025,2025,Q3,July,Vertex Ltd,Retail,South,718405,455263,81100,263142,36408,145634,349268,439842,789110,158188,258461,416649,372461,148839,-15265,-26077,107497
11-02-2025,2025,Q1,February,Prime Pvt,IT,East,314346,197876,36713,116470,15951,63806,443241,396806,840047,125036,256241,381277,458770,78169,-78326,57689,57532
26-08-2025,2025,Q3,August,Prime Pvt,IT,West,287834,129403,39567,158431,23772,95092,476497,312714,789211,214955,190648,405603,383608,88678,-94477,-39299,-45098
08-11-2025,2025,Q4,November,Vertex Ltd,Healthcare,South,625005,272536,97055,352469,51082,204332,317088,776978,1094066,118374,101343,219717,874349,213921,-92816,-5698,115407
09-01-2025,2025,Q1,January,Alpha Corp,Retail,East,317463,173389,48028,144074,19209,76837,101871,202268,304139,152629,261071,413700,-109561,68077,-57153,-29785,-18861
